"DS_DESCRICAO";"FK_ESTADO";"ID_CIDADE";"estado_ID_ESTADO"
"CARLOS ALVES";14;2890;0
"CARLOS CHAGAS";14;2891;0
"CARMESIA";14;2892;0
"CARMO DA CACHOEIRA";14;2893;0
"CARMO DA MATA";14;2894;0
"CARMO DE MINAS";14;2895;0
"CARMO DO CAJURU";14;2896;0
"CARMO DO PARANAIBA";14;2897;0
"CARMO DO RIO CLARO";14;2898;0
"CARMOPOLIS DE MINAS";14;2899;0
"CARNEIRINHO";14;2900;0
"CARRANCAS";14;2901;0
"CARVALHO DE BRITO";14;2902;0
"CARVALHOPOLIS";14;2903;0
"CARVALHOS";14;2904;0
"CASA GRANDE";14;2905;0
"CASCALHO RICO";14;2906;0
"CASSIA";14;2907;0
"CATAGUARINO";14;2908;0
"CATAGUASES";14;2909;0
"CATAJAS";14;2910;0
"CATAS ALTAS";14;2911;0
"CATAS ALTAS DA NORUEGA";14;2912;0
"CATIARA";14;2913;0
"CATUJI";14;2914;0
"CATUNE";14;2915;0
"CATUNI";14;2916;0
"CATUTI";14;2917;0
"CAXAMBU";14;2918;0
"CEDRO DO ABAETE";14;2919;0
"CENTENARIO";14;2920;0
"CENTRAL DE MINAS";14;2921;0
"CENTRAL DE SANTA HELENA";14;2922;0
"CENTRALINA";14;2923;0
"CERVO";14;2924;0
"CHACARA";14;2925;0
"CHALE";14;2926;0
"CHAPADA DE MINAS";14;2927;0
"CHAPADA DO NORTE";14;2928;0
"CHAPADA GAUCHA";14;2929;0
"CHAVESLANDIA";14;2930;0
"CHIADOR";14;2931;0
"CHONIM";14;2932;0
"CHUMBO";14;2933;0
"CIPOTANEA";14;2934;0
"CISNEIROS";14;2935;0
"CLARAVAL";14;2937;0
"CLARO DE MINAS";14;2938;0
"CLARO DOS POCOES";14;2939;0
"CLAUDIO";14;2940;0
"CLAUDIO MANUEL";14;2941;0
"COCAIS";14;2942;0
"COCO";14;2943;0
"COIMBRA";14;2944;0
"COLUNA";14;2945;0
"COMENDADOR GOMES";14;2946;0
"COMERCINHO";14;2947;0
"CONCEICAO DA APARECIDA";14;2948;0
"CONCEICAO DA BARRA DE MINAS";14;2949;0
"CONCEICAO DA BOA VISTA";14;2950;0
"CONCEICAO DA BREJAUBA";14;2951;0
"CONCEICAO DA IBITIPOCA";14;2952;0
"CONCEICAO DAS ALAGOAS";14;2953;0
"CONCEICAO DAS PEDRAS";14;2954;0
"CONCEICAO DE IPANEMA";14;2955;0
"CONCEICAO DE ITAGUA";14;2956;0
"CONCEICAO DE MINAS";14;2957;0
"CONCEICAO DE PIRACICABA";14;2958;0
"CONCEICAO DE TRONQUEIRAS";14;2959;0
"CONCEICAO DO CAPIM";14;2960;0
"CONCEICAO DO FORMOSO";14;2961;0
"CONCEICAO DO MATO DENTRO";14;2962;0
"CONCEICAO DO PARA";14;2963;0
"CONCEICAO DO RIO ACIMA";14;2964;0
"CONCEICAO DO RIO VERDE";14;2965;0
"CONCEICAO DOS OUROS";14;2966;0
"CONCORDIA DE MUCURI";14;2967;0
"CONDADO DO NORTE";14;2968;0
"CONEGO JOAO PIO";14;2969;0
"CONEGO MARINHO";14;2970;0
"CONFINS";14;2971;0
"CONGONHAL";14;2972;0
"CONGONHAS";14;2973;0
"CONGONHAS DO NORTE";14;2974;0
"CONQUISTA";14;2975;0
"CONSELHEIRO LAFAIETE";14;2976;0
"CONSELHEIRO MATA";14;2977;0
"CONSELHEIRO PENA";14;2978;0
"CONSOLACAO";14;2979;0
"CONTAGEM";14;2980;0
"CONTRATO";14;2981;0
"CONTRIA";14;2982;0
"COQUEIRAL";14;2983;0
"CORACAO DE JESUS";14;2984;0
"CORDISBURGO";14;2985;0
"CORDISLANDIA";14;2986;0
"CORINTO";14;2987;0
"COROACI";14;2988;0
"COROMANDEL";14;2989;0
"CORONEL FABRICIANO";14;2990;0
"CORONEL MURTA";14;2991;0
"CORONEL PACHECO";14;2992;0
"CORONEL XAVIER CHAVES";14;2993;0
"CORREGO DANTA";14;2994;0
"CORREGO DO BARRO";14;2995;0
"CORREGO DO BOM JESUS";14;2996;0
"CORREGO DO OURO";14;2997;0
"CORREGO FUNDO";14;2998;0
"CORREGO NOVO";14;2999;0
"CORREGOS";14;3000;0
"CORREIA DE ALMEIDA";14;3001;0
"CORRENTINHO";14;3002;0
"COSTA SENA";14;3003;0
"COSTAS";14;3004;0
"COSTAS DA MANTIQUEIRA";14;3005;0
"COUTO DE MAGALHAES DE MINAS";14;3006;0
"CRISOLIA";14;3007;0
"CRISOLITA";14;3008;0
"CRISPIM JAQUES";14;3009;0
"CRISTAIS";14;3010;0
"CRISTALIA";14;3011;0
"CRISTIANO OTONI";14;3012;0
"CRISTINA";14;3013;0
"CRUCILANDIA";14;3014;0
"CRUZEIRO DA FORTALEZA";14;3015;0
"CRUZEIRO DOS PEIXOTOS";14;3016;0
"CRUZILIA";14;3017;0
"CUBAS";14;3018;0
"CUITE VELHO";14;3019;0
"CUPARAQUE";14;3020;0
"CURIMATAI";14;3021;0
"CURRAL DE DENTRO";14;3022;0
"CURVELO";14;3023;0
"DATAS";14;3024;0
"DELFIM MOREIRA";14;3025;0
"DELFINOPOLIS";14;3026;0
"DELTA";14;3027;0
"DEPUTADO AUGUSTO CLEMENTINO";14;3028;0
"DERRIBADINHA";14;3029;0
"DESCOBERTO";14;3030;0
"DESEMBARGADOR OTONI";14;3031;0
"DESEMBOQUE";14;3032;0
"DESTERRO DE ENTRE RIOS";14;3033;0
"DESTERRO DO MELO";14;3034;0
"DIAMANTE DE UBA";14;3035;0
"DIAMANTINA";14;3036;0
"DIAS";14;3037;0
"DIAS TAVARES";14;3038;0
"DIOGO DE VASCONCELOS";14;3039;0
"DIONISIO";14;3040;0
"DIVINESIA";14;3041;0
"DIVINO";14;3042;0
"DIVINO DAS LARANJEIRAS";14;3043;0
"DIVINO DE VIRGOLANDIA";14;3044;0
"DIVINO ESPIRITO SANTO";14;3045;0
"DIVINOLANDIA DE MINAS";14;3046;0
"DIVINOPOLIS";14;3047;0
"DIVISA ALEGRE";14;3048;0
"DIVISA NOVA";14;3049;0
"DIVISOPOLIS";14;3050;0
"DOIS DE ABRIL";14;3051;0
"DOM BOSCO";14;3052;0
"DOM CAVATI";14;3053;0
"DOM JOAQUIM";14;3054;0
"DOM LARA";14;3055;0
"DOM MODESTO";14;3056;0
"DOM SILVERIO";14;3057;0
"DOM VICOSO";14;3058;0
"DONA EUZEBIA";14;3059;0
"DORES DA VITORIA";14;3060;0
"DORES DE CAMPOS";14;3061;0
"DORES DE GUANHAES";14;3062;0
"DORES DO INDAIA";14;3063;0
"DORES DO PARAIBUNA";14;3064;0
"DORES DO TURVO";14;3065;0
"DORESOPOLIS";14;3066;0
"DOURADINHO";14;3067;0
"DOURADOQUARA";14;3068;0
"DOUTOR CAMPOLINA";14;3069;0
"DOUTOR LUND";14;3070;0
"DURANDE";14;3071;0
"EDGARD MELO";14;3072;0
"ELOI MENDES";14;3073;0
"EMBOABAS";14;3074;0
"ENGENHEIRO CALDAS";14;3075;0
"ENGENHEIRO CORREIA";14;3076;0
"ENGENHEIRO NAVARRO";14;3077;0
"ENGENHEIRO SCHNOOR";14;3078;0
"ENGENHO DO RIBEIRO";14;3079;0
"ENGENHO NOVO";14;3080;0
"ENTRE FOLHAS";14;3081;0
"ENTRE RIOS DE MINAS";14;3082;0
"EPAMINONDAS OTONI";14;3083;0
"ERMIDINHA";14;3084;0
"ERVALIA";14;3085;0
"ESMERALDAS";14;3086;0
"ESMERALDAS DE FERROS";14;3087;0
"ESPERA FELIZ";14;3088;0
"ESPINOSA";14;3089;0
"ESPIRITO SANTO DO DOURADO";14;3090;0
"ESTEIOS";14;3091;0
"ESTEVAO DE ARAUJO";14;3092;0
"ESTIVA";14;3093;0
"ESTRELA DA BARRA";14;3094;0
"ESTRELA DALVA";14;3095;0
"ESTRELA DE JORDANIA";14;3096;0
"ESTRELA DO INDAIA";14;3097;0
"ESTRELA DO SUL";14;3098;0
"EUGENOPOLIS";14;3099;0
"EUXENITA";14;3100;0
"EWBANK DA CAMARA";14;3101;0
"EXPEDICIONARIO ALICIO";14;3102;0
"EXTRACAO";14;3103;0
"EXTREMA";14;3104;0
"FAMA";14;3105;0
"FARIA LEMOS";14;3106;0
"FARIAS";14;3107;0
"FECHADOS";14;3108;0
"FELICINA";14;3109;0
"FELICIO DOS SANTOS";14;3110;0
"FELISBURGO";14;3111;0
"FELIXLANDIA";14;3112;0
"FERNANDES TOURINHO";14;3113;0
"FERNAO DIAS";14;3114;0
"FERREIRAS";14;3115;0
"FERREIROPOLIS";14;3116;0
"FERROS";14;3117;0
"FERRUGINHA";14;3118;0
"FERVEDOURO";14;3119;0
"FIDALGO";14;3120;0
"FIDELANDIA";14;3121;0
"FLOR DE MINAS";14;3122;0
"FLORALIA";14;3123;0
"FLORESTA";14;3124;0
"FLORESTAL";14;3125;0
"FLORESTINA";14;3126;0
"FONSECA";14;3127;0
"FORMIGA";14;3128;0
"FORMOSO";14;3129;0
"FORTALEZA DE MINAS";14;3130;0
"FORTUNA DE MINAS";14;3131;0
"FRANCISCO BADARO";14;3132;0
"FRANCISCO DUMONT";14;3133;0
"FRANCISCO SA";14;3134;0
"FRANCISCOPOLIS";14;3135;0
"FREI EUSTAQUIO";14;3136;0
"FREI GASPAR";14;3137;0
"FREI INOCENCIO";14;3138;0
"FREI LAGONEGRO";14;3139;0
"FREI ORLANDO";14;3140;0
"FREI SERAFIM";14;3141;0
"FREIRE CARDOSO";14;3142;0
"FRONTEIRA";14;3143;0
"FRONTEIRA DOS VALES";14;3144;0
"FRUTA DE LEITE";14;3145;0
"FRUTAL";14;3146;0
"FUNCHAL";14;3147;0
"FUNILANDIA";14;3148;0
"FURQUIM";14;3150;0
"GALEGO";14;3151;0
"GALENA";14;3152;0
"GALILEIA";14;3153;0
"GAMA";14;3154;0
"GAMELEIRAS";14;3155;0
"GARAPUAVA";14;3156;0
"GAVIAO";14;3157;0
"GLAUCILANDIA";14;3158;0
"GLAURA";14;3159;0
"GLUCINIO";14;3160;0
"GOIABEIRA";14;3161;0
"GOIANA";14;3162;0
"GOIANASES";14;3163;0
"GONCALVES";14;3164;0
"GONZAGA";14;3165;0
"GOROROS";14;3166;0
"GORUTUBA";14;3167;0
"GOUVEIA";14;3168;0
"GOVERNADOR VALADARES";14;3169;0
"GRAMINEA";14;3170;0
"GRANADA";14;3171;0
"GRAO MOGOL";14;3172;0
"GROTA";14;3173;0
"GRUPIARA";14;3174;0
"GUAICUI";14;3175;0
"GUAIPAVA";14;3176;0
"GUANHAES";14;3177;0
"GUAPE";14;3178;0
"GUARACIABA";14;3179;0
"GUARACIAMA";14;3180;0
"GUARANESIA";14;3181;0
"GUARANI";14;3182;0
"GUARANILANDIA";14;3183;0
"GUARARA";14;3184;0
"GUARATAIA";14;3185;0
"GUARDA DOS FERREIROS";14;3186;0
"GUARDA-MOR";14;3187;0
"GUARDINHA";14;3188;0
"GUAXIMA";14;3189;0
"GUAXUPE";14;3190;0
"GUIDOVAL";14;3191;0
"GUIMARANIA";14;3192;0
"GUINDA";14;3193;0
"GUIRICEMA";14;3194;0
"GURINHATA";14;3195;0
"HELIODORA";14;3196;0
"HEMATITA";14;3197;0
"HERMILO ALVES";14;3198;0
"HONOROPOLIS";14;3199;0
"IAPU";14;3200;0
"IBERTIOGA";14;3201;0
"IBIA";14;3202;0
"IBIAI";14;3203;0
"IBIRACATU";14;3204;0
"IBIRACI";14;3205;0
"IBIRITE";14;3206;0
"IBITIRA";14;3207;0
"IBITIURA DE MINAS";14;3208;0
"IBITURUNA";14;3209;0
"ICARAI DE MINAS";14;3210;0
"IGARAPE";14;3211;0
"IGARATINGA";14;3212;0
"IGUATAMA";14;3213;0
"IJACI";14;3214;0
"ILHEUS DO PRATA";14;3215;0
"ILICINEA";14;3216;0
"IMBE DE MINAS";14;3217;0
"INCONFIDENTES";14;3218;0
"INDAIABIRA";14;3219;0
"INDEPENDENCIA";14;3220;0
"INDIANOPOLIS";14;3221;0
"INGAI";14;3222;0
"INHAI";14;3223;0
"INHAPIM";14;3224;0
"INHAUMA";14;3225;0
"INIMUTABA";14;3226;0
"IPABA";14;3227;0
"IPANEMA";14;3228;0
"IPATINGA";14;3229;0
"IPIACU";14;3230;0
"IPOEMA";14;3231;0
"IPUIUNA";14;3232;0
"IRAI DE MINAS";14;3233;0
"ITABIRA";14;3234;0
"ITABIRINHA";14;3235;0
"ITABIRITO";14;3236;0
"ITABOCA";14;3237;0
"ITACAMBIRA";14;3238;0
"ITACARAMBI";14;3239;0
"ITACI";14;3240;0
"ITACOLOMI";14;3241;0
"ITAGUARA";14;3242;0
"ITAIM";14;3243;0
"ITAIPE";14;3244;0
"ITAJUBA";14;3245;0
"ITAJUTIBA";14;3246;0
"ITAMARANDIBA";14;3247;0
"ITAMARATI";14;3248;0
"ITAMARATI DE MINAS";14;3249;0
"ITAMBACURI";14;3250;0
"ITAMBE DO MATO DENTRO";14;3251;0
"ITAMIRIM";14;3252;0
"ITAMOGI";14;3253;0
"ITAMONTE";14;3254;0
"ITAMURI";14;3255;0
"ITANHANDU";14;3256;0
"ITANHOMI";14;3257;0
"ITAOBIM";14;3258;0
"ITAPAGIPE";14;3259;0
"ITAPANHOACANGA";14;3260;0
"ITAPECERICA";14;3261;0
"ITAPEVA";14;3262;0
"ITAPIRU";14;3263;0
"ITAPIRUCU";14;3264;0
"ITATIAIUCU";14;3265;0
"ITAU DE MINAS";14;3266;0
"ITAUNA";14;3267;0
"ITAUNINHA";14;3268;0
"ITAVERAVA";14;3269;0
"ITERERE";14;3270;0
"ITINGA";14;3271;0
"ITIRA";14;3272;0
"ITUETA";14;3273;0
"ITUI";14;3274;0
"ITUIUTABA";14;3275;0
"ITUMIRIM";14;3276;0
"ITURAMA";14;3277;0
"ITUTINGA";14;3278;0
"JABOTICATUBAS";14;3279;0
"JACARANDIRA";14;3280;0
"JACARE";14;3281;0
"JACINTO";14;3282;0
"JACUI";14;3283;0
"JACUTINGA";14;3284;0
"JAGUARACU";14;3285;0
"JAGUARAO";14;3286;0
"JAGUARITIRA";14;3287;0
"JAIBA";14;3288;0
"JAMPRUCA";14;3289;0
"JANAUBA";14;3290;0
"JANUARIA";14;3291;0
"JAPARAIBA";14;3292;0
"JAPONVAR";14;3293;0
"JARDINESIA";14;3294;0
"JECEABA";14;3295;0
"JENIPAPO DE MINAS";14;3296;0
"JEQUERI";14;3297;0
"JEQUITAI";14;3298;0
"JEQUITIBA";14;3299;0
"JEQUITINHONHA";14;3300;0
"JESUANIA";14;3301;0
"JOAIMA";14;3302;0
"JOANESIA";14;3303;0
"JOAO MONLEVADE";14;3304;0
"JOAO PINHEIRO";14;3305;0
"JOAQUIM FELICIO";14;3306;0
"JORDANIA";14;3307;0
"JOSE GONCALVES DE MINAS";14;3308;0
"JOSE RAYDAN";14;3309;0
"JOSELANDIA";14;3310;0
"JOSENOPOLIS";14;3311;0
"JUATUBA";14;3312;0
"JUBAI";14;3313;0
"JUIRACU";14;3314;0
"JUIZ DE FORA";14;3315;0
"JUNCO DE MINAS";14;3316;0
"JURAMENTO";14;3317;0
"JUREIA";14;3318;0
"JURUAIA";14;3319;0
"JURUMIRIM";14;3320;0
"JUSTINOPOLIS";14;3321;0
"JUVENILIA";14;3322;0
"LACERDINA";14;3323;0
"LADAINHA";14;3324;0
"LAGAMAR";14;3325;0
"LAGOA BONITA";14;3326;0
"LAGOA DA PRATA";14;3327;0
"LAGOA DOS PATOS";14;3328;0
"LAGOA DOURADA";14;3329;0
"LAGOA FORMOSA";14;3330;0
"LAGOA GRANDE";14;3331;0
"LAGOA SANTA";14;3332;0
"LAJINHA";14;3333;0
"LAMBARI";14;3334;0
"LAMIM";14;3335;0
"LAMOUNIER";14;3336;0
"LAPINHA";14;3337;0
"LARANJAL";14;3338;0
"LARANJEIRAS DE CALDAS";14;3339;0
"LASSANCE";14;3340;0
"LAVRAS";14;3341;0
"LEANDRO FERREIRA";14;3342;0
"LEME DO PRADO";14;3343;0
"LEOPOLDINA";14;3344;0
"LEVINOPOLIS";14;3345;0
"LIBERDADE";14;3346;0
"LIMA DUARTE";14;3347;0
"LIMEIRA DO OESTE";14;3348;0
"LIMEIRA DE MANTENA";14;3349;0
"LOBO LEITE";14;3350;0
"LONTRA";14;3351;0
"SAO JOSE DO RIO MANSO";14;3352;0
"LUFA";14;3353;0
"LUISBURGO";14;3354;0
"LUISLANDIA";14;3355;0
"LUIZ PIRES DE MINAS";14;3356;0
"LUIZLANDIA DO OESTE";14;3357;0
"LUMINARIAS";14;3358;0
"LUMINOSA";14;3359;0
"LUZ";14;3360;0
"MACAIA";14;3361;0
"MACHACALIS";14;3362;0
"MACHADO";14;3363;0
"MACUCO";14;3364;0
"MACUCO DE MINAS";14;3365;0
"MADRE DE DEUS DE MINAS";14;3366;0
"MAE DOS HOMENS";14;3367;0
"MAJOR EZEQUIEL";14;3368;0
"MAJOR PORTO";14;3369;0
"MALACACHETA";14;3370;0
"MAMONAS";14;3371;0
"MANGA";14;3372;0
"MANHUACU";14;3373;0
"MANHUMIRIM";14;3374;0
"MANTENA";14;3375;0
"MANTIQUEIRA";14;3376;0
"MANTIQUEIRA DO PALMITAL";14;3377;0
"MAR DE ESPANHA";14;3378;0
"MARAMBAINHA";14;3379;0
"MARAVILHAS";14;3380;0
"MARIA DA FE";14;3381;0
"MARIANA";14;3382;0
"MARILAC";14;3383;0
"MARILANDIA";14;3384;0
"MARIO CAMPOS";14;3385;0
"MARIPA DE MINAS";14;3386;0
"MARLIERIA";14;3387;0
"MARMELOPOLIS";14;3388;0
"MARTINESIA";14;3389;0
"MARTINHO CAMPOS";14;3390;0
"MARTINS GUIMARAES";14;3391;0
"MARTINS SOARES";14;3392;0
"MATA VERDE";14;3393;0
"MATERLANDIA";14;3394;0
"MATEUS LEME";14;3395;0
"MATHIAS LOBATO";14;3396;0
"MATIAS BARBOSA";14;3397;0
"MATIAS CARDOSO";14;3398;0
"MATIPO";14;3399;0
"MATO VERDE";14;3400;0
"MATOZINHOS";14;3401;0
"MATUTINA";14;3402;0
"MEDEIROS";14;3403;0
"MEDINA";14;3404;0
"MELO VIANA";14;3405;0
"MENDANHA";14;3406;0
"MENDES PIMENTEL";14;3407;0
"MENDONCA";14;3408;0
"MERCES";14;3409;0
"MERCES DE AGUA LIMPA";14;3410;0
"MESQUITA";14;3411;0
"MESTRE CAETANO";14;3412;0
"MIGUEL BURNIER";14;3413;0
"MILAGRE";14;3414;0
"MILHO VERDE";14;3415;0
"MINAS NOVAS";14;3416;0
"MINDURI";14;3417;0
"MIRABELA";14;3418;0
"MIRADOURO";14;3419;0
"MIRAGAIA";14;3420;0
"MIRAI";14;3421;0
"MIRALTA";14;3422;0
"MIRANTAO";14;3423;0
"MIRAPORANGA";14;3424;0
"MIRAVANIA";14;3425;0
"MISSIONARIO";14;3426;0
"MOCAMBEIRO";14;3427;0
"MOCAMBINHO";14;3428;0
"MOEDA";14;3429;0
"MOEMA";14;3430;0
"MONJOLINHO DE MINAS";14;3431;0
"MONJOLOS";14;3432;0
"MONSENHOR HORTA";14;3433;0
"MONSENHOR ISIDRO";14;3434;0
"MONSENHOR JOAO ALEXANDRE";14;3435;0
"MONSENHOR PAULO";14;3436;0
"MONTALVANIA";14;3437;0
"MONTE ALEGRE DE MINAS";14;3438;0
"MONTE AZUL";14;3439;0
"MONTE BELO";14;3440;0
"MONTE CARMELO";14;3441;0
"MONTE CELESTE";14;3442;0
"MONTE FORMOSO";14;3443;0
"MONTE REI";14;3444;0
"MONTE SANTO DE MINAS";14;3445;0
"MONTE SIAO";14;3446;0
"MONTE VERDE";14;3447;0
"MONTES CLAROS";14;3448;0
"MONTEZUMA";14;3449;0
"MORADA NOVA DE MINAS";14;3450;0
"MORRO";14;3451;0
"MORRO DA GARCA";14;3452;0
"MORRO DO FERRO";14;3453;0
"MORRO DO PILAR";14;3454;0
"MORRO VERMELHO";14;3455;0
"MUCURI";14;3456;0
"MUNDO NOVO DE MINAS";14;3457;0
"MUNHOZ";14;3458;0
"MUQUEM";14;3459;0
"MURIAE";14;3460;0
"MUTUM";14;3461;0
"MUZAMBINHO";14;3462;0
"NACIP RAYDAN";14;3463;0
"NANUQUE";14;3464;0
"NAQUE";14;3465;0
"NAQUE-NANUQUE";14;3466;0
"NATALANDIA";14;3467;0
"NATERCIA";14;3468;0
"NAZARE DE MINAS";14;3469;0
"NAZARENO";14;3470;0
"NELSON DE SENA";14;3471;0
"NEOLANDIA";14;3472;0
"NEPOMUCENO";14;3473;0
"NHANDUTIBA";14;3474;0
"NICOLANDIA";14;3475;0
"NINHEIRA";14;3476;0
"NOVA BELEM";14;3477;0
"NOVA ERA";14;3478;0
"NOVA ESPERANCA";14;3479;0
"NOVA LIMA";14;3480;0
"NOVA MINDA";14;3481;0
"NOVA MODICA";14;3482;0
"NOVA PONTE";14;3483;0
"NOVA PORTEIRINHA";14;3484;0
"NOVA RESENDE";14;3485;0
"NOVA SERRANA";14;3486;0
"NOVA UNIAO";14;3487;0
"NOVILHONA";14;3488;0
"NOVO CRUZEIRO";14;3489;0
"NOVO HORIZONTE";14;3490;0
"NOVO ORIENTE DE MINAS";14;3491;0
"NOVORIZONTE";14;3492;0
"OCIDENTE";14;3493;0
"OLARIA";14;3494;0
"OLEGARIO MACIEL";14;3495;0
"OLHOS DAGUA DO OESTE";14;3496;0
"OLHOS DAGUA";14;3497;0
"OLIMPIO CAMPOS";14;3498;0
"OLIMPIO NORONHA";14;3499;0
"OLIVEIRA";14;3500;0
"OLIVEIRA FORTES";14;3501;0
"ONCA DE PITANGUI";14;3502;0
"ORATORIOS";14;3503;0
"ORIZANIA";14;3504;0
"OURO BRANCO";14;3505;0
"OURO FINO";14;3506;0
"OURO PRETO";14;3507;0
"OURO VERDE DE MINAS";14;3508;0
"PACIENCIA";14;3509;0
"PADRE BRITO";14;3510;0
"PADRE CARVALHO";14;3511;0
"PADRE FELISBERTO";14;3512;0
"PADRE FIALHO";14;3513;0
"PADRE JOAO AFONSO";14;3514;0
"PADRE JULIO MARIA";14;3515;0
"PADRE PARAISO";14;3516;0
"PADRE PINTO";14;3517;0
"PADRE VIEGAS";14;3518;0
"PAI PEDRO";14;3519;0
"PAINEIRAS";14;3520;0
"PAINS";14;3521;0
"PAIOLINHO";14;3522;0
"PAIVA";14;3523;0
"PALMA";14;3524;0
"PALMEIRAL";14;3525;0
"PALMEIRINHA";14;3526;0
"PALMITAL DOS CARVALHOS";14;3527;0
"PALMOPOLIS";14;3528;0
"PANTANO";14;3529;0
"PAPAGAIOS";14;3530;0
"PARA DE MINAS";14;3531;0
"PARACATU";14;3532;0
"PARAGUACU";14;3533;0
"PARAGUAI";14;3534;0
"PARAISO GARCIA";14;3535;0
"PARAISOPOLIS";14;3536;0
"PARAOPEBA";14;3537;0
"PAREDAO DE MINAS";14;3538;0
"PARQUE DURVAL DE BARROS";14;3539;0
"PARQUE INDUSTRIAL";14;3540;0
"PASSA DEZ";14;3541;0
"PASSA QUATRO";14;3542;0
"PASSA TEMPO";14;3543;0
"PASSA VINTE";14;3544;0
"PASSABEM";14;3545;0
"PASSAGEM DE MARIANA";14;3546;0
"PASSOS";14;3547;0
"PATIS";14;3548;0
"PATOS DE MINAS";14;3549;0
"PATRIMONIO";14;3550;0
"PATROCINIO";14;3551;0
"PATROCINIO DO MURIAE";14;3552;0
"PAULA CANDIDO";14;3553;0
"PAULA LIMA";14;3554;0
"PAULISTAS";14;3555;0
"PAVAO";14;3556;0
"PE DO MORRO";14;3557;0
"PECANHA";14;3558;0
"PEDRA AZUL";14;3559;0
"PEDRA BONITA";14;3560;0
"PEDRA CORRIDA";14;3561;0
"PEDRA DO ANTA";14;3562;0
"PEDRA DO INDAIA";14;3563;0
"PEDRA DO SINO";14;3564;0
"PEDRA DOURADA";14;3565;0
"PEDRA GRANDE";14;3566;0
"PEDRA MENINA";14;3567;0
"PEDRALVA";14;3568;0
"PEDRAS DE MARIA DA CRUZ";14;3569;0
"PEDRINOPOLIS";14;3570;0
"PEDRO LEOPOLDO";14;3571;0
"PEDRO LESSA";14;3572;0
"PEDRO TEIXEIRA";14;3573;0
"PEDRO VERSIANI";14;3574;0
"PENEDIA";14;3575;0
"PENHA DE FRANCA";14;3576;0
"PENHA DO CAPIM";14;3577;0
"PENHA DO CASSIANO";14;3578;0
"PENHA DO NORTE";14;3579;0
"PENHA LONGA";14;3580;0
"PEQUERI";14;3581;0
"PEQUI";14;3582;0
"PERDIGAO";14;3583;0
"PERDILANDIA";14;3584;0
"PERDIZES";14;3585;0
"PERDOES";14;3586;0
"PEREIRINHAS";14;3587;0
"PERIQUITO";14;3588;0
"PERPETUO SOCORRO";14;3589;0
"PESCADOR";14;3590;0
"PETUNIA";14;3591;0
"PIACATUBA";14;3592;0
"PIAO";14;3593;0
"PIAU";14;3594;0
"PIC SAGARANA";14;3595;0
"PIEDADE DE CARATINGA";14;3596;0
"PIEDADE DE PONTE NOVA";14;3597;0
"PIEDADE DO PARAOPEBA";14;3598;0
"PIEDADE DO RIO GRANDE";14;3599;0
"PIEDADE DOS GERAIS";14;3600;0
"PILAR";14;3601;0
"PIMENTA";14;3602;0
"PINDAIBAS";14;3603;0
"PINGO-DAGUA";14;3604;0
"PINHEIRINHOS";14;3605;0
"PINHEIROS ALTOS";14;3606;0
"PINHOTIBA";14;3607;0
"PINTOPOLIS";14;3608;0
"PINTOS NEGREIROS";14;3609;0
"PIRACAIBA";14;3610;0
"PIRACEMA";14;3611;0
"PIRAJUBA";14;3612;0
"PIRANGA";14;3613;0
"PIRANGUCU";14;3614;0
"PIRANGUINHO";14;3615;0
"PIRANGUITA";14;3616;0
"PIRAPANEMA";14;3617;0
"PIRAPETINGA";14;3618;0
"PIRAPORA";14;3619;0
"PIRAUBA";14;3620;0
"ALTO BELO";14;3621;0
"PISCAMBA";14;3622;0
"PITANGUI";14;3623;0
"PITARANA";14;3624;0
"PIUMHI";14;3625;0
"PLANALTO DE MINAS";14;3626;0
"PLANURA";14;3627;0
"PLAUTINO SOARES";14;3628;0
"POAIA";14;3629;0
"POCO FUNDO";14;3630;0
"POCOES DE PAINEIRAS";14;3631;0
"POCOS DE CALDAS";14;3632;0
"POCRANE";14;3633;0
"POMPEU";14;3634;0
"PONCIANOS";14;3635;0
"PONTALETE";14;3636;0
"PONTE ALTA";14;3637;0
"PONTE ALTA DE MINAS";14;3638;0
"PONTE DOS CIGANOS";14;3639;0
"PONTE FIRME";14;3640;0
"PONTE NOVA";14;3641;0
"PONTE SEGURA";14;3642;0
"PONTEVILA";14;3643;0
"PONTO CHIQUE";14;3644;0
"PONTO CHIQUE DO MARTELO";14;3645;0
"PONTO DO MARAMBAIA";14;3646;0
"PONTO DOS VOLANTES";14;3647;0
"PORTEIRINHA";14;3648;0
"PORTO AGRARIO";14;3649;0
"PORTO DAS FLORES";14;3650;0
"PORTO DOS MENDES";14;3651;0
"PORTO FIRME";14;3652;0
"POTE";14;3653;0
"POUSO ALEGRE";14;3654;0
"POUSO ALTO";14;3655;0
"PRADOS";14;3656;0
"PRATA";14;3657;0
"PRATAPOLIS";14;3658;0
"PRATINHA";14;3659;0
"PRESIDENTE BERNARDES";14;3660;0
"PRESIDENTE JUSCELINO";14;3661;0
"PRESIDENTE KUBITSCHEK";14;3662;0
"PRESIDENTE OLEGARIO";14;3663;0
"PRESIDENTE PENA";14;3664;0
"PROFESSOR SPERBER";14;3665;0
"PROVIDENCIA";14;3666;0
"PRUDENTE DE MORAIS";14;3667;0
"QUARTEL DE SAO JOAO";14;3668;0
"QUARTEL DO SACRAMENTO";14;3669;0
"QUARTEL GERAL";14;3670;0
